"279;""2513"";4;Web- og multimedieudvikling;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"280;""251300"";5;Web- og multimedieudvikling;;Webdesigner", Webudvikler, Web- og multimedieudvikling;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"281;""2514"";4;Vedligeholdelse og dokumentation af software;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"282;""251400"";5;Vedligeholdelse og dokumentation af software;;Applikationsprogrammør", It Deployment manager, It Developer, Systemkonstruktør, Vedligeholdelse og dokumentation af software;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"283;""2519"";4;Andet arbejde med software", herunder test og kvalitetssikring;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"284;""251900"";5;Andet arbejde med software", herunder test og kvalitetssikring;;Tester (it), Andet arbejde med software, herunder test og kvalitetssikring;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"285;""252"";3;Arbejde med databaser og netværk;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"286;""2521"";4;Design og administration af databaser;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"287;""252100"";5;Design og administration af databaser;;Data administrator", Database administrator, Database analytiker, Database arkitekt, Design og administration af databaser;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"288;""2522"";4;Systemadministration;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"289;""252200"";5;Systemadministration;;IT-administrator", Systemadministration;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"290;""2523"";4;Arbejde med computernetværk;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"291;""252300"";5;Arbejde med computernetværk;;Netværksanalytiker", Arbejde med computernetværk;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"292;""2529"";4;Andet arbejde med databaser og netværk;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"293;""252900"";5;Andet arbejde med databaser og netværk;;Sikkerhedsspecialist", Andet arbejde med databaser og netværk;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"294;""26"";2;Arbejde inden for jura", samfundsvidenskab og kultur;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"295;""261"";3;Juridisk arbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"296;""2611"";4;Advokatarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"297;""261110"";5;Advokatarbejde;;Advokat", Højesteretssagfører, Juridisk chef, Kurator, Landsretssagfører, Overretssagfører, Advokatarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"298;""261120"";5;Advokatfuldmægtigarbejde;;Advokatfuldmægtig", Fuldmægtig Cand. Jur., Advokatfuldmægtigarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"299;""2612"";4;Dommerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300;""261200"";5;Dommerarbejde;;Administrativ Dommer", Byretsdommer, Civildommer, Dommer, Dommerfuldmægtig, Højesteretsdommer, Kriminaldommer, Landsdommer, Retsassessor, Retsformand, Dommerarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"301;""2619"";4;Andet juridisk arbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"302;""261900"";5;Andet juridisk arbejde;;Auditør", Auditørfuldmægtig, Byretsfuldmægtig, Dispachør, Generalauditør, Havariagent, Havarikaptajn, Juridisk konsulent, Notar, Politiassessor, Politifuldmægtig, Retssekretær, Statsadvokat, Statsadvokatfuldmægtig, Vicestatsadvokat, Andet juridisk arbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"303;""262"";3;Bibliotekar-", arkivar- og museumsinspektørarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304;""2621"";4;Arkivar- og museumsinspektørarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"305;""262100"";5;Arkivar- og museumsinspektørarbejde;;Arkivar", Byarkivar, Museumsinspektør, Museumsregistrator, Arkivar- og museumsinspektørarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"306;""2622"";4;Bibliotekararbejde og andet informationsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"307;""262200"";5;Bibliotekararbejde og andet informationsarbejde;;Bibliotekar", Biblioteksfuldmægtig, Biblioteksinspektør, Biblioteksleder, Børnebibliotekar, Forskningsbibliotekar, Førstebibliotekar, Musikbibliotekar, Overbibliotekar, Skolebibliotekar, Bibliotekararbejde og andet informationsarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"308;""263"";3;Arbejde inden for samfundsvidenskab og religion;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"309;""2631"";4;Arbejde inden for samfundsøkonomi;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"310;""263100"";5;Arbejde inden for samfundsøkonomi;;Arbejdsmarkedsøkonom", Fuldmægtig - økonom, Nationaløkonom, Samfundsøkonom, Økonometriker, Arbejde inden for samfundsøkonomi;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"311;""2632"";4;Arbejde inden for sociologi", antropologi og beslægtede områder;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"312;""263200"";5;""Arbejde inden for sociologi"," antropologi og beslægtede områder "";;Antropolog", Arkæolog, Etnograf, Etnolog, Fuldmægtig - sociolog, Kultursociolog, Sociolog, Arbejde inden for sociologi, antropologi og beslægtede områder;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"313;""2633"";4;Arbejde inden for filosofi", historie og statskundskab;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"314;""263300"";5;Arbejde inden for filosofi", historie og statskundskab;;Genealog, Historiker, Kunsthistoriker, Slægtsforsker, Arbejde inden for filosofi, historie og statskundskab;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"315;""2634"";4;Arbejde inden for psykologi;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"316;""263400"";5;Arbejde inden for psykologi;;Arbejdspsykolog", Børnepsykolog, Chefpsykolog, Hospitalspsykolog, Klinisk Psykolog, Psykoanalytiker, Psykolog, Psykoterapeut, Skolepsykolog, Socialpsykolog, Arbejde inden for psykologi;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"317;""2635"";4;Socialrådgivningsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"318;""263500"";5;Socialrådgivningsarbejde;;Forsorgsfuldmægtig", Socialrådgiverkonsulent, Socialvejleder, Særforsorgskonsulent, Socialrådgivningsarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"319;""2636"";4;Arbejde inden for religion;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"320;""263600"";5;Arbejde inden for religion;;Domprovst", Frikirkepræst, Frimenighedspræst, Fængselspræst, Metodistpræst, Munk, Nonne, Overrabbiner, Pastor, Priorinde, Provst, Præst, Sognepræst, Sygehuspræst, Sømandspræst, Rabin, Imam, Arbejde inden for religion;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"321;""264"";3;Forfatterarbejde og journalistisk og sprogvidenskabeligt arbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"322;""2641"";4;Forfatterarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"323;""264100"";5;Forfatterarbejde;;Digter", Dramatiker, Forfatter, Kunstanmelder, Manuskriptforfatter, Musikskribent, Skribent, Tekstforfatter - film/TV, Tekstforfatter - PR/reklame, Forfatterarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"324;""2642"";4;Journalistisk arbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"325;""264200"";5;Journalistisk arbejde;;Anmelder", Editor, Filmanmelder, Forlagsredaktør, Freelance Journalist, Journalist, Kommunikationskonsulent, Kommunikationsmedarbejder, Korrekturchef, Kulturredaktør, Lokalredaktør, Modejournalist, Moderedaktør, Musikredaktør, Nyhedsrapporter, Ordbogsredaktør, Programchef, Programmedarbejder, Programredaktør, Programsekretær, Redaktionschef, Redaktionskonsulent, Redaktionssekretær, Redaktør, Reporter, Sportsjournalist, Studievært, Teknisk redaktør, Tekstchef, Udsendelsesleder, Journalistisk arbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"326;""2643"";4;Translatørarbejde og andet sprogvidenskabeligt arbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"327;""264310"";5;Translatørarbejde;;Statsaut. translatør", Translatør, Translatørarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"328;""264320"";5;Tolkearbejde;;Tolk", Tegnsprogstolk, Tolkearbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"329;""264390"";5;Andet sprogvidenskabeligt arbejde;;Andet sprogvidenskabeligt arbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"330;""265"";3;Arbejde med kunst og kreative fag;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"331;""2651"";4;Kunstnerisk arbejde inden for visuelle kunstarter;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"332;""265100"";5;Kunstnerisk arbejde inden for visuelle kunstarter;;Art Director - film/TV", Kunstvæver, Kunstnerisk arbejde inden for visuelle kunstarter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"333;""2652"";4;Kunstnerisk arbejde inden for musik og sang;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"334;""265200"";5;Kunstnerisk arbejde inden for musik og sang;;Kapelmester", Kapelmusikus, Kirkesanger, Komponist, Koncertmester, Kordame, Korist, Korleder, Musiker, Musikkonsulent, Musikleder, Musikterapeut, Operarepetitør, Operasanger, Orkesterkoordinator, Orkestermusiker, Sanger, Sangkonsulent, Sangskriver, Vocalist, Kunstnerisk arbejde inden for musik og sang;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"335;""2653"";4;Kunstnerisk arbejde inden for dans og koreografi;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"336;""265300"";5;Kunstnerisk arbejde inden for dans og koreografi;;Balletdanser", Balletinstruktør, Balletmester, Danser, Koreograf, Solodanser, Kunstnerisk arbejde inden for dans og koreografi;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"337;""2654"";4;Arbejde med instruktion og produktion af film", teater og beslægtede funktioner;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"338;""265400"";5;Arbejde med instruktion og produktion af film", teater og beslægtede funktioner;;Dramainstruktør, Dramaturg, Dukkemester, Filminstruktør, Kostumier - scenografi, Sangpædagog, Sceneinstruktør, Scenograf, Teaterinstruktør, Arbejde med instruktion og produktion af film, teater og beslægtede funktioner;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"339;""2655"";4;Skuespilarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"340;""265500"";5;Skuespilarbejde;;Skuespiller", Skuespilarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"341;""2656"";4;Speakerarbejde på radio", TV og andre medier;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"342;""265600"";5;Speakerarbejde på radio", TV og andre medier;;Disc Jockey, Operasufflør, Oplæser, Speaker, Sufflør, Suffløse, Speakerarbejde på radio, TV og andre medier;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"343;""2659"";4;Andet arbejde med kunst og kreative fag;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"344;""265900"";5;Andet arbejde med kunst og kreative fag;;Andet arbejde med kunst og kreative fag;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"345;""3"";1;Arbejde", der forudsætter viden på mellemniveau;Teknikere og assistenter, samt lignende funktioner inden for salg, finansiering, forretningsservice og administration samt politimæssigt arbejde.;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"346;""31"";2;Teknikerarbejde inden for videnskab", ingeniørvirksomhed og skibs- og luftfart;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"347;""311"";3;Teknikerarbejde inden for fysisk videnskab og ingeniørvirksomhed;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"348;""3111"";4;Teknikerarbejde inden for kemisk", fysisk, biologisk og bioteknologisk videnskab;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"349;""311110"";5;Laborantarbejde;;Farvelaborant", Kemilaborant, Kontrollaborant - ikke biologiske emner, Laborant, Laborant - ikke biologiske emner, Tekstillaborant, Laborantarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"350;""311120"";5;Assistentarbejde i laboratorier;;Analyseassistent - ikke biologiske emner", Kemisk assistent, Laborantassistent - ikke biologiske emner, Laboratorieassistent - ikke biologiske emner, Procesassistent - ikke biologiske emner, Assistentarbejde i laboratorier;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"351;""311130"";5;Laboratorieteknikerarbejde;;Laboratorietekniker - ikke biologiske emner", Mud logger (Offshore), Laboratorieteknikerarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"352;""311140"";5;Teknikerarbejde inden for geologi", meteorologi og astronomi;;Geotekniker, Geoteknisk assistent, Meteorologassistent, Vejrobservatør, Teknikerarbejde inden for geologi, meteorologi og astronomi;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"353;""3112"";4;Teknikerarbejde inden for byggeri- og anlæg;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"354;""311200"";5;Teknikerarbejde inden for byggeri- og anlæg;;Anlægskonduktør", Anlægskonstruktør, Anlægstekniker, Byggeanlægstekniker, Byggeleder, Byggetekniker, Bygningskonduktør, Bygningskonstruktør, Bygningstekniker, Entreprenørtekniker, Jernbanearbejder, Konduktør, Landinspektørassistent, Landmåler, Landmålerassistent, Landmålingstekniker, Malerkonduktør, Murerkonduktør, Snedkerkonduktør, Tagkonduktør, Tagtekniker, Tømrerkonduktør, Vejkonduktør, Teknikerarbejde inden for byggeri- og anlæg;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"355;""3113"";4;Teknikerarbejde inden for det elektriske område;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"356;""311300"";5;Teknikerarbejde inden for det elektriske område;;Alarmtekniker", Aut. EL-installatør, Batteritekniker, EL installatør, EL konstruktør, EL tekniker, EL teknikerassistent, Elektroinstallatør, Elektrotekniker, Installatørtekniker, Klimatekniker, Mechanic/technician, electrical(Offshore), Radiokonstruktør, Teknikerarbejde inden for det elektriske område;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"357;""3114"";4;Teknikerarbejde inden for det elektroniske område;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"358;""311400"";5;Teknikerarbejde inden for det elektroniske område;;Elektroniktekniker", Gyrotekniker, Mikrotekniker, Oliefyrstekniker, Radarinspektør, Radartekniker, Svagstrømstekniker, Informatikassistent, Teknikerarbejde inden for det elektronisk område;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"359;""3115"";4;Teknikerarbejde inden for det mekaniske område;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"360;""311510"";5;Teknikerarbejde inden for VVS;;VVS installatør", VVS konduktør, VVS tekniker, Teknikerarbejde inden for VVS;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"361;""311590"";5;Teknikerarbejde inden for andre mekaniske områder;;Dieseltekniker", Gastekniker, Instrumenttekniker, Konstruktør, Kraftværkstekniker, Maskininspektør, Maskinkonstruktør, Maskintekniker, Rotaprinttekniker, Rotationstekniker, Rørkonsulent, Varmetekniker, Værktøjskonstruktør, Værktøjstekniker, Våbentekniker, Teknikerarbejde inden for andre mekaniske områder;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"362;""3116"";4;Teknikerarbejde inden for det kemiske område;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"363;""311600"";5;Teknikerarbejde inden for det kemiske område;;Kemisk tekniker", Støberitekniker, Teknikerarbejde inden for det kemiske område;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"364;""3117"";4;Teknikerarbejde inden for minedrift og metallurgi;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"365;""311700"";5;Teknikerarbejde inden for minedrift og metallurgi;;Barge engineer (Offshore)", Naturgastekniker, Offshoretekniker, Raffinaderitekniker, Rig engineer (Offshore), Subsea engineer (Offshore), Wireline logger (Offshore), Teknikerarbejde inden for minedrift og metallurgi;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"366;""3118"";4;Teknisk tegnearbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"367;""311800"";5;Teknisk tegnearbejde;;Kortgrafiker", Kortretter, Korttegner, Korttekniker, Layouttegner, Maskintegner, Matrikelassistent, Matrikelkontrollør, Matrikelmester, Matrikeltegner, Matrikeltekniker, Modeltegner, Rentegner, Tegner - teknisk, Tegnestueassistent, Teknisk designer, Teknisk tegner, Topograf, Værktøjstegner, Teknisk tegnearbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"368;""3119"";4;Andet teknikerarbejde inden for fysisk videnskab og ingeniørvirksomhed;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"369;""311900"";5;Andet teknikerarbejde inden for fysisk videnskab og ingeniørvirksomhed;;Analysetekniker", Arbejdsstudietekniker, Betontekniker, Bogkonservator, Bryggeritekniker, Controlroom Operator (Offshore), Driftsinspektør, Driftsplanlægger, Emballagetekniker, Fagtekniker, Farveritekniker, Fredningstekniker, Konfektionstekniker, Kvalitetstekniker, Laboratorieforvalter, Malerikonservator - teknisk niveau, Materieltekniker, Mejeritekniker, Metodetekniker, Modelkonstruktør, Museumstekniker, Orgeltekniker, Planlægningstekniker, Procestekniker, Produktionstekniker, Q/C inspector (Offshore), Rationaliseringstekniker, Skibstekniker, Slibetekniker, Stempeltekniker, Svejsekonsulent, Svejsekontrollør, Svejsetekniker, Synstekniker, Teknisk assistent - drift, planlægning og kvalitetskontrol, Teknisk assistent - produktion, Teknisk beregner - drift, planlægning og kvalitetskontrol, Teknisk beregner - produktion, Teknisk planlægger, Tekstiltekniker, Testtekniker, Tidskontrollant, Tidsstudietekniker, Varmekonsulent, Vejtekniker, Værkstedstekniker, Andet teknikerarbejde inden for fysisk videnskab og ingeniørvirksomhed;,,,,,,,,,,
"370;""313"";3;Teknisk kontrolarbejde inden for processtyring;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"371;""3131"";4;Teknisk kontrolarbejde på kraftværker;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"372;""313100"";5;Teknisk kontrolarbejde på kraftværker;;Teknisk kontrolarbejde på kraftværker;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"373;""3132"";4;Teknisk kontrolarbejde på forbrændings- og vandrensningsanlæg;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"374;""313200"";5;Teknisk kontrolarbejde på forbrændings- og vandrensningsanlæg;;Teknisk kontrolarbejde på forbrændings- og vandrensningsanlæg;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"375;""3133"";4;Teknisk kontrolarbejde på kemiske behandlingsanlæg;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"376;""313300"";5;Teknisk kontrolarbejde på kemiske behandlingsanlæg;;Teknisk kontrolarbejde på kemiske behandlingsanlæg;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"377;""3134"";4;Teknisk kontrolarbejde på olie- og naturgasraffinaderier;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"378;""313400"";5;Teknisk kontrolarbejde på olie- og naturgasraffinaderier;;Teknisk kontrolarbejde på olie- og naturgasraffinaderier;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"379;""3135"";4;Teknisk kontrolarbejde ved metalproduktion;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"380;""313500"";5;Teknisk kontrolarbejde ved metalproduktion;;Teknisk kontrolarbejde ved metalproduktion;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"381;""3139"";4;Andet teknisk kontrolarbejde inden for processtyring;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"382;""313900"";5;Andet teknisk kontrolarbejde inden for processtyring;;Andet teknisk kontrolarbejde inden for processtyring;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"383;""314"";3;Teknikerarbejde inden for biovidenskab;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"384;""3141"";4;Teknikerarbejde inden for biovidenskab (undtagen medicinsk område);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"385;""314100"";5;Teknikerarbejde inden for biovidenskab (undtagen medicinsk område);;Teknikerarbejde inden for biovidenskab (undtagen medicinsk område);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"386;""3142"";4;Landbrugsteknikerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"387;""314200"";5;Landbrugsteknikerarbejde;;Landbrugsteknikerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"388;""3143"";4;Skovbrugsteknikerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"389;""314300"";5;Skovbrugsteknikerarbejde;;Skovbrugsteknikerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"390;""315"";3;Teknikerarbejde inden for skibs- og luftfart;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"391;""3151"";4;Teknikerarbejde inden for skibsfart;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"392;""315100"";5;Teknikerarbejde inden for skibsfart;;Maskinchef", Maskinofficer, Motorman (Offshore), Skibsmaskinchef, Skibsmaskinist, Skibsmaskinmester, Teknikerarbejde inden for skibsfart;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
