"538;""35"";2;Informations- og kommunikationsteknikerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"539;""351"";3;Driftsteknikerarbejde og brugersupportarbejde inden for informations- og kommunikationsteknologi;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"540;""3511"";4;Driftsteknikerarbejde inden for informations- og kommunikationsteknologi;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"541;""351100"";5;Driftsteknikerarbejde inden for informations- og kommunikationsteknologi;;Driftsoperatør - IT", Driftstekniker (IT), Driftsteknikerarbejde inden for informations- og kommunikationsteknologi;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"542;""3512"";4;Brugersupportarbejde inden for informations- og kommunikationsteknologi;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"543;""351200"";5;Brugersupportarbejde inden for informations- og kommunikationsteknologi;;Hotlinemedarbejder - IT", IT-supporter, assistent, IT-supporter, konsulent, IT-supporter, tekniker, IT-supporter, operatør, IT-supporter, installatør, Brugersupportarbejde inden for informations- og kommunikationsteknologi;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"544;""3513"";4;Netværks- og systemteknikerarbejde inden for informations- og kommunikationsteknologi;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"545;""351300"";5;Netværks- og systemteknikerarbejde inden for informations- og kommunikationsteknologi;;IT-tekniker", Konsoloperatør, Netværksoperatør, Netværkstekniker, Systemoperatør - IT, Netværks- og systemteknikerarbejde inden for informations- og kommunikationsteknologi;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"546;""3514"";4;Internetteknikerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"547;""351400"";5;Internetteknikerarbejde;;Web tekniker", Webmaster (IT), websupporter, Internetteknikerarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"548;""352"";3;Teknikerarbejde inden for audiovisuelle medier og telekommunikation;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"549;""3521"";4;Teknikerarbejde inden for audiovisuelle medier;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"550;""352100"";5;Teknikerarbejde inden for audiovisuelle medier;;Biografoperatør", Caster, Filmproduktionsleder, Fjernsynstekniker, Koncerttekniker, Lysmester, Medietekniker, Produktionsleder - film/TV, Programtekniker, Radiofonitekniker, Radioinspektør, Radiooperatør, Radiotelegrafist, Regissør, Regissørassistent, Sceneassistent, Scenemester, Scenemesterassistent, Scenetekniker, Studieassistent, Studietekniker, Teatertekniker, Teknisk koordinator (Teko) - Lys, lyd og billede, Tonetekniker, TV tekniker, TV-assistent, Teknikerarbejde inden for audiovisuelle medier;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"551;""3522"";4;Teknikerarbejde inden for telekommunikation;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"552;""352200"";5;Teknikerarbejde inden for telekommunikation;;Antennetekniker", Teleassistent, Telefontekniker, Telegrafist, Teletekniker, Teknikerarbejde inden for telekommunikation;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"553;""4"";1;Almindeligt kontor- og kundeservicearbejde;Almindeligt kontorarbejde og kundeservice vedr. pengetransaktioner", reservationer o.l. Endvidere registreringsarbejde vedr. varelagre, transport, produktion, udlån og telefonomstillingsarbejde.;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"554;""41"";2;Almindeligt kontor- og sekretærarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"555;""411"";3;Almindeligt kontorarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"556;""4110"";4;Almindeligt kontorarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"557;""411000"";5;Almindeligt kontorarbejde;;Assistent - kontor", Kontorassistent, Overassistent - kontor, Almindeligt kontorarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"558;""412"";3;Almindeligt sekretærarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"559;""4120"";4;Almindeligt sekretærarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"560;""412000"";5;Almindeligt sekretærarbejde;;Hospitalssekretær", Privatsekretær, Reklamesekretær, Salgssekretær, Sekretær, Skolesekretær, Sygeplejesekretær, Almindeligt sekretærarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"561;""413"";3;Indtastningsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"562;""4131"";4;Tekstbehandlingsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"563;""413100"";5;Tekstbehandlingsarbejde;;Stenograf", Tekstbehandler, Telegrafassistent, Telexoperatør, Tekstbehandlingsarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"564;""4132"";4;Dataregistreringsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"565;""413200"";5;Dataregistreringsarbejde;;EDB-tastatør", Faktureringsassistent, Tasteassistent, Tastedame, Tasteleder, Tasteoperatør, Dataregistreringsarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"566;""42"";2;Kundeservice;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"567;""421"";3;Kasserer- og inkassatorarbejde samt beslægtede funktioner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"568;""4211"";4;Kundebetjening og kassererarbejde i finansvirksomheder;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"569;""421100"";5;Kundebetjening og kassererarbejde i finansvirksomheder;;Bankassistent", Bankfunktionær, Bankkasserer, Bankmedarbejder, Kundemedarbejder - bank, Sparekasseassistent, Sparekassefuldmægtig, Sparekassefunktionær, Sparekassekasserer, Kundebetjening og kassererarbejde i finansvirksomheder;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"570;""4212"";4;Bookmaker- og croupierarbejde samt beslægtede funktioner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"571;""421200"";5;""Bookmaker- og croupierarbejde samt beslægtede funktioner "";;Bankør", Croupier, Kollektrice, Kollektør, Lotterikollektør, Bookmaker- og croupierarbejde samt beslægtede funktioner;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"572;""4213"";4;Pantelånerarbejde og beslægtede funktioner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"573;""421300"";5;""Pantelånerarbejde og beslægtede funktioner "";;Pantelåner", Pantelånerarbejde og beslægtede funktioner;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"574;""4214"";4;Inkassatorarbejde og beslægtede funktioner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"575;""421400"";5;Inkassatorarbejde og beslægtede funktioner;;Inkassator", Inkassoassistent, Opkræver, Inkassatorarbejde og beslægtede funktioner;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"576;""422"";3;Kundeinformationsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"577;""4221"";4;Rejsebureauarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"578;""422100"";5;Rejsebureauarbejde;;Billetagent", Bookingagent, Bookingassistent, Rejseagent, Rejsebureauassistent, Rejsebureauekspedient, Rejsekonsulent, Rejsekoordinator, Rejserådgiver, Travel Agent, Travel konsulent, Travel Manager, Turistkonsulent, Turistsekretær, Rejsebureauarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"579;""4222"";4;Informationsarbejde på kundekontaktcentre;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"580;""422200"";5;Informationsarbejde på kundekontaktcentre;;Callcentermedarbejder", Informationsmedarbejder, Informationsarbejde på kundekontaktcentre;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"581;""4223"";4;Telefonomstillingsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"582;""422300"";5;Telefonomstillingsarbejde;;Omstillingsdame", Telefonist, Telefonoperatør, Telefonpasser, Telefonvagt, Telefonomstillingsarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"583;""4224"";4;Hotelreceptionistarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"584;""422400"";5;Hotelreceptionistarbejde;;Chefportier", Dørportier, Hotelportier, Natportier, Portier, Portierassistent, Hotelreceptionistarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"585;""4225"";4;Oplysnings- og forespørgselsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"586;""422500"";5;Oplysnings- og forespørgselsarbejde;;Informationsassistent", Informationssekretær, Oplysnings- og forespørgselsarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"587;""4226"";4;Almindeligt receptionistarbejde", ekskl. hotelreceptionistarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"588;""422600"";5;Almindeligt receptionistarbejde", ekskl. hotelreceptionistarbejde;;Klinikassistent, Klinikmedhjælper, Kliniksekretær, Optikerassistent, Optikersekretær, Receptionist, Tandlægesekretær, Almindeligt receptionistarbejde, ekskl. hotelreceptionistarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"589;""4227"";4;Interviewarbejde inden for markedsundersøgelse;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"590;""422700"";5;Interviewarbejde inden for markedsundersøgelse;;Interviewer", Interviewarbejde inden for markedsundersøgelse;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"591;""4229"";4;Andet kundeinformationsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"592;""422900"";5;Andet kundeinformationsarbejde;;Andet kundeinformationsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"593;""43"";2;Almindeligt beregnings- og registreringsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"594;""431"";3;Almindeligt beregningsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"595;""4311"";4;Almindeligt regnskabs- og bogføringsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"596;""431100"";5;Almindeligt regnskabs- og bogføringsarbejde;;Bankbogholder", Bogholder, Bogholderiassistent, Budgetassistent, Debitorbogholder, Finansbogholder, Regnskabsassistent, Regnskabsmedarbejder, Regnskabsmedhjælper, Regnskabssekretær, Revisionsassistent, Revisormedhjælper, Almindeligt regnskabs- og bogføringsarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"597;""4312"";4;Almindeligt kontorarbejde vedrørende statistik", finansielle transaktioner og forsikringer;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"598;""431210"";5;Almindeligt kontorarbejde ifm. udfærdigelse af statistik;;Statistikassistent", Statistikmedarbejder, Almindeligt kontorarbejde ifm. udfærdigelse af statistik;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"599;""431220"";5;Almindeligt kontorarbejde ifm. finansielle transaktioner;;Bankassistent", Bankfunktionær, Bankmedarbejder, Ekspeditionsmedarbejder, Kreditmedarbejder, Kreditsagsbehandler, Operations officer, Sagsbehandler (finans og forsikring), Sagsbehandler, backoffice (finans og forsikring), Senior sagsbehandler (finans og forsikring), Sparekasseassistent, Sparekassefuldmægtig, Sparekassefunktionær, Tinglysningsmedarbejder, Almindeligt kontorarbejde ifm. finansielle transaktioner;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"600;""431230"";5;Forsikringsteknisk arbejde ifm. oprettelse og vedligeholdelse af pensions- og forsikringspolicer;;Forsikringsassistent", Forsikringskonsulent, Kundebetjener (forsikring), Policemedarbejder, Policesagsbehandler, Forsikringsteknisk arbejde ifm. oprettelse og vedligeholdelse af pensions- og forsikringspolicer;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"601;""431240"";5;Forsikringsteknisk arbejde ifm. sagbehandling af skader mv.;;Forsikringsassistent", Forsikringskonsulent, Havariassistent, Kundebetjener, skade, Skadebehandler, Skadekonsulent, Skademedarbejder, Forsikringsteknisk arbejde ifm. sagsbehandling af skader mv.;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"602;""4313"";4;Almindeligt kontorarbejde inden for lønbehandling;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"603;""431300"";5;Almindeligt kontorarbejde inden for lønbehandling;;Lønassistent", Lønbogholder, Lønningsassistent, Lønningsbogholder, Lønningskasserer, Almindeligt kontorarbejde inden for lønbehandling;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"604;""432"";3;Kontorarbejde inden for materialeregistrering og transport;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"605;""4321"";4;Lagerekspeditionsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"606;""432100"";5;Lagerekspeditionsarbejde;;Depotassistent", Depotekspedient, Depotleder, Engrosekspedient, Forsyningsassistent, Forvalter, Frysehusforvalter, Korrektrice, Kølehusforvalter, Lagerassistent, Lagerbestyrer, Lagerdisponent, Lagerekspedient, Lagerekspeditrice, Lagerforvalter, Magasinforvalter, Materielassistent, Materielforvalter, Materials man (Offshore), Materielforvalter, Pakhusassistent, Pakhusforvalter, Pladsforvalter, Rekvisitør, Reservedelsassistent, Reservedelsekspedient, Reservedelsforvalter, Reservedelsleder, Storekeeper (Offshore), Værktøjsekspedient, Lagerekspeditionsarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"607;""4322"";4;Registreringsarbejde inden for produktion;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"608;""432200"";5;Registreringsarbejde inden for produktion;;Produktassistent", Produktionsassistent, Produktionsmedarbejder, Registreringsarbejde inden for produktion;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"609;""4323"";4;Registreringsarbejde inden  for transport- og trafikstyring;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"610;""432310"";5;Tilrettelæggelse af jernbanetransport;;Baneassistent", Stationsassistent, Stationsmester, Transportdisponent - jernbane, Tilrettelæggelse af jernbanetransport;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"611;""432320"";5;Tilrettelæggelse af lufttransport - ikke flyveledere;;Flypladsassistent", Flyveledermedhjælper, Fragtassistent - luftfart, Fragtkoordinator - luftfart, Fragtleder - luftfart, Godsekspedient - luftfart, Luftfartsassistent, Luftfragtassistent, Transportassistent - luftfart, Tilrettelæggelse af lufttransport - ikke flyveledere;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"612;""432330"";5;Tilrettelæggelse af godstransport til lands;;Fragtkoordinator - vejtransport", Fragtleder - vejtransport, Godsekspedient - vejtransport, Transportassistent - vejtransport, Tilrettelæggelse af godstransport til lands;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"613;""432340"";5;Tilrettelæggelse af udrykning  ifm. redningstjeneste;;Fragtassistent - vejtransport", Vagtcentralassistent - Falck, Vagtcentralmester - Falck, Vagtcentralassistent - redningsberedskab (offentlig), Vagtcentralmester - redningsberedskab (offentlig), Tilrettelæggelse af udrykning  ifm. redningstjeneste;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"614;""432390"";5;Anden tilrettelæggelse af transport;;Shippingassistent", Anden tilrettelæggelse af transport;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"615;""44"";2;Andet almindeligt kontor- og kundeservicearbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"616;""441"";3;Andet almindeligt kontor- og kundeservicearbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"617;""4411"";4;Biblioteksservicearbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"618;""441100"";5;Biblioteksservicearbejde;;Biblioteksassistent", Biblioteksmedhjælper, Bibliotekssekretær, Bogopsætter, Biblioteksservicearbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"619;""4412"";4;Postbud- og betjentarbejde samt postsorteringsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"620;""441210"";5;Postbudarbejde;;Landpost", Landpostbud, Overpakmester, Pakkepostbud, Pakmester, Post, Postafløser, Postarbejder, Postbud, Postfunktionær, Postmedhjælper, Postpakmester, Postsorterer, Postvagtmester, Postbudarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"621;""441220"";5;Betjentarbejde", intern postsortering og omdeling;;Bankbetjent, Biblioteksbetjent, Børsbetjent, Depotbetjent, Direktionsbetjent, Folketingsbetjent, Fondsbetjent, Kommunalbetjent, Kontorbetjent, Ministerbetjent, Ministerialbetjent, Postbetjent, Retsbetjent, Rådhusbetjent, Skolebiblioteksbetjent, Betjentarbejde, intern postsortering og omdeling;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"622;""4413"";4;Korrekturlæsning og beslægtede funktioner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"623;""441300"";5;Korrekturlæsning og beslægtede funktioner;;Kodeassistent", Korrekturlæser, Korrektør, Trafiktæller, Korrekturlæsning og beslægtede funktioner;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"624;""4415"";4;Arbejde med arkivering og kopiering;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"625;""441500"";5;Arbejde med arkivering og kopiering;;Arkivarbejder", Arkivbetjent, Arkivmedhjælper, Arkivsekretær, Kopiassistent, Arbejde med arkivering og kopiering;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"626;""4416"";4;Almindeligt kontorarbejde inden for HR;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"627;""441600"";5;Almindeligt kontorarbejde inden for HR;;HR-assistent", Personaleassistent, Almindeligt kontorarbejde inden for HR;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"628;""4419"";4;Almindeligt kontor- og kundeservicearbejde ikke klassificeret andetsteds;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"629;""441900"";5;Almindeligt kontor- og kundeservicearbejde ikke klassificeret andetsteds;;Presseklipper", Almindeligt kontor- og kundeservicearbejde ikke klassificeret andetsteds;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"630;""5"";1;Service- og salgsarbejde;Servicearbejde med relation til rejseaktivitet", husholdning, servering, personlig pleje, overvågnings- og redningsvæsen samt salgsarbejde vedr. kundeekspedition og demonstrationsarbejde.;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"631;""51"";2;Servicearbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"632;""511"";3;Service- og kontrolarbejde under transport og rejser;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"633;""5111"";4;Servicearbejde af passagerer i forbindelse med rejser;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"634;""511110"";5;Passagerbetjening under rejser;;Airhostess", Chefpurser, Chefsteward, Flysteward, Hostess, Kabinechef, Kahytsjomfru, Purser, Purserassistent, Steward, Stewardesse, Togfører, Passagerbetjening under rejser;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"635;""511120"";5;Passagerbetjening i lufthavne og havneterminaler;;Airline assistent", Havnemedhjælper, Passagerbetjening i lufthavne og havneterminaler;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"636;""5112"";4;Kontrolarbejde under rejser;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"637;""511200"";5;Kontrolarbejde under rejser;;Færgebillettør", Ht Kontrollør, Sporvejskonduktør, Togbetjent, Togrevisor, Kontrolarbejde under rejser;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"638;""5113"";4;Turist- og rejselederarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"639;""511300"";5;Turist- og rejselederarbejde;;Globetrotter", Groundhostess, Guide, Rejseleder, Turistassistent, Turistfører, Turistleder, Turist- og rejselederarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"640;""512"";3;Kokkearbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"641;""5120"";4;Kokkearbejde (ekskl. køkkenchefarbejde);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"642;""512000"";5;Kokkearbejde (ekskl. køkkenchefarbejde);;Gastronom", Kogejomfru, Kogekone, Kok, Koldjomfru, Skibskok, Smørrebrødsdame, Smørrebrødsjomfru, Kokkearbejde (ekskl. køkkenchefarbejde);,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"643;""513"";3;Tjenere og bartendere;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"644;""5131"";4;Tjenerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"645;""513100"";5;Tjenerarbejde;;Buffetjomfru", Butler, Kelner, Konferencetjener, Overtjener, Selskabstjener, Servitrice, Tjener, Tjenerarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"646;""5132"";4;Bartenderarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"647;""513200"";5;Bartenderarbejde;;Bartender", Bartenderarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"648;""514"";3;Frisørarbejde og kosmetologarbejde samt beslægtede funktioner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"649;""5141"";4;Frisørarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"650;""514100"";5;Frisørarbejde;;Barber", Damefrisør, Frisør, Frisørassistent, Herrefrisør, Teaterfrisør, Frisørarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"651;""5142"";4;""Kosmetologarbejde og beslægtede funktioner "";",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
